,Tow Date,Make,Style,Color,Plate,State,Towed to Address,Tow Facility Phone,Inventory Number
4284,2019-01-06,CHEV,4T,SIL,BB91548,IL,701 N. Sacramento,(773) 265-7605,6945845
4285,2019-01-06,CHEV,4T,BLK,AE77190,IL,10300 S. Doty,(773) 568-8495,2867833
4286,2019-01-06,CHEV,LL,GRY,4661295,IL,701 N. Sacramento,(773) 265-7605,6945829
4287,2019-01-06,CHRY,4D,GRY,AQ12547,IL,701 N. Sacramento,(773) 265-7605,6945929
4288,2019-01-06,DODG,4D,GRY,V845244,IL,701 N. Sacramento,(773) 265-7605,6945769
4289,2019-01-06,DODG,VN,WHI,TK489NNU,IN,701 N. Sacramento,(773) 265-7605,6945777
4290,2019-01-06,FORD,4D,SIL,Z546816,IL,701 N. Sacramento,(773) 265-7605,6945816
4291,2019-01-06,FORD,VN,WHI,,IL,701 N. Sacramento,(773) 265-7605,6945927
4292,2019-01-06,GMC,LL,GRY,AG69244,IL,701 N. Sacramento,(773) 265-7605,6945783
4293,2019-01-06,GMC,PK,BGE,24553F,IL,701 N. Sacramento,(773) 265-7605,6945819
4294,2019-01-06,HOND,4D,BLK,BB16386,IL,10300 S. Doty,(773) 568-8495,2867832
4295,2019-01-06,HOND,4D,LBL,DL4426K,IL,701 N. Sacramento,(773) 265-7605,6945813
4296,2019-01-06,HOND,LL,BLK,AP31240,IL,701 N. Sacramento,(773) 265-7605,6945825
4297,2019-01-06,HYUN,4D,BLK,R362761,IL,701 N. Sacramento,(773) 265-7605,6945873
4298,2019-01-06,HYUN,LL,BLK,R334037,IL,701 N. Sacramento,(773) 265-7605,6945884
4299,2019-01-06,JEEP,4D,GRN,AQ96089,IL,10300 S. Doty,(773) 568-8495,2867853
4300,2019-01-06,KIA,4D,WHI,FMR3994,OH,701 N. Sacramento,(773) 265-7605,6945892
4301,2019-01-06,LEXS,4D,GRY,BD27775,IL,701 N. Sacramento,(773) 265-7605,6945864
4302,2019-01-06,LINC,4D,SIL,AV34276,IL,701 N. Sacramento,(773) 265-7605,6945774
4303,2019-01-06,MAZD,4D,BLK,L668550,IL,701 N. Sacramento,(773) 265-7605,6945818
4304,2019-01-06,MAZD,4D,GRY,L892013,IL,400 E. Lower Wacker,(312) 744-7550,998137
4305,2019-01-06,MAZD,4D,GRY,V476763,IL,701 N. Sacramento,(773) 265-7605,6945881
4306,2019-01-06,MAZD,4D,RED,AL29637,IL,701 N. Sacramento,(773) 265-7605,6945874
4307,2019-01-06,MERC,4D,BLU,587U319,IL,10300 S. Doty,(773) 568-8495,2867900
4308,2019-01-06,NISS,4D,BLK,P945717,IL,400 E. Lower Wacker,(312) 744-7550,998132
4309,2019-01-06,NISS,4D,GRY,Q443440,IL,701 N. Sacramento,(773) 265-7605,6945903
4310,2019-01-06,PONT,2D,RED,K104029,IL,10300 S. Doty,(773) 568-8495,2867856
4311,2019-01-06,PONT,4D,GRY,BE85057,IL,10300 S. Doty,(773) 568-8495,2867827
4312,2019-01-06,SAA,4D,BLK,ZZ88340,IL,10300 S. Doty,(773) 568-8495,2867905
4313,2019-01-06,SUBA,4T,BLK,12831LE,IL,701 N. Sacramento,(773) 265-7605,6945866
4314,2019-01-06,TOYT,4D,RED,,IL,701 N. Sacramento,(773) 265-7605,6945815
4315,2019-01-06,VW,4D,WHI,ZZ44076,IL,701 N. Sacramento,(773) 265-7605,6945896
4316,2019-01-05,AUDI,4D,RED,,IL,701 N. Sacramento,(773) 265-7605,6945735
4317,2019-01-05,AUDI,4T,RED,CS5289,WI,10300 S. Doty,(773) 568-8495,2867743
4318,2019-01-05,BMW,4D,BLU,AT59791,IL,701 N. Sacramento,(773) 265-7605,6945745
4319,2019-01-05,BUIC,4D,WHI,130U991,IL,701 N. Sacramento,(773) 265-7605,6945620
4320,2019-01-05,BUIC,4D,SIL,AE73761,IL,701 N. Sacramento,(773) 265-7605,6945726
4321,2019-01-05,CHEV,2D,BLK,AK19743,IL,701 N. Sacramento,(773) 265-7605,6945655
4322,2019-01-05,CHEV,2D,RED,,IL,10300 S. Doty,(773) 568-8495,2867815
4323,2019-01-05,CHEV,4D,BLU,,IL,10300 S. Doty,(773) 568-8495,2867820
4324,2019-01-05,CHEV,4D,GRY,BD73010,IL,10300 S. Doty,(773) 568-8495,2867716
4325,2019-01-05,CHEV,LL,BLU,398U156,IL,10300 S. Doty,(773) 568-8495,2867706
4326,2019-01-05,CHRY,VN,SIL,BB13794,IL,10300 S. Doty,(773) 568-8495,2867806
4327,2019-01-05,DODG,LL,WHI,,IL,10300 S. Doty,(773) 568-8495,2867796
4328,2019-01-05,DODG,LL,BLK,563U856,IL,701 N. Sacramento,(773) 265-7605,6945699
4329,2019-01-05,DODG,VN,GRY,,IL,10300 S. Doty,(773) 568-8495,2867696
4330,2019-01-05,FORD,2D,WHI,AY78674,IL,701 N. Sacramento,(773) 265-7605,6945619
4331,2019-01-05,FORD,4D,BLU,3875313,IN,10300 S. Doty,(773) 568-8495,2867818
4332,2019-01-05,FORD,4D,SIL,BA80567,IL,10300 S. Doty,(773) 568-8495,2867676
4333,2019-01-05,FORD,LL,SIL,545U608,IL,701 N. Sacramento,(773) 265-7605,6945645
4334,2019-01-05,FORD,VN,WHI,AN24058,IL,10300 S. Doty,(773) 568-8495,2867765
4335,2019-01-05,FORD,VN,BLU,AP23456,IL,10300 S. Doty,(773) 568-8495,2867677
4336,2019-01-05,HOND,2D,BLK,AU20887,IL,10300 S. Doty,(773) 568-8495,2867792
4337,2019-01-05,HOND,4D,BLK,273U688,IL,10300 S. Doty,(773) 568-8495,2867802
4338,2019-01-05,HOND,4D,BLU,BA68975,IL,701 N. Sacramento,(773) 265-7605,6945658
4339,2019-01-05,HOND,4T,MAR,AQ89484,IL,701 N. Sacramento,(773) 265-7605,6945628
4340,2019-01-05,HOND,LL,BLK,AK33777,IL,701 N. Sacramento,(773) 265-7605,6945713
4341,2019-01-05,HOND,LL,BLK,AG75909,IL,10300 S. Doty,(773) 568-8495,2847778
4342,2019-01-05,HYUN,4D,SIL,,IL,701 N. Sacramento,(773) 265-7605,6945615
4343,2019-01-05,HYUN,4D,SIL,BB15587,IL,701 N. Sacramento,(773) 265-7605,6945649
4344,2019-01-05,HYUN,4D,GRY,BC53080,IL,10300 S. Doty,(773) 568-8495,2867793
4345,2019-01-05,HYUN,4D,BLU,P722109,IL,701 N. Sacramento,(773) 265-7605,6945721
4346,2019-01-05,INFI,4D,GRY,Q319083,IL,701 N. Sacramento,(773) 265-7605,6945667
4347,2019-01-05,JEEP,LL,RED,AC76395,IL,701 N. Sacramento,(773) 265-7605,6945703
4348,2019-01-05,JEEP,LL,DGR,ZV89618,IL,701 N. Sacramento,(773) 265-7605,6945748
4349,2019-01-05,JEEP,LL,WHI,429U436,IL,701 N. Sacramento,(773) 265-7605,6945694
4350,2019-01-05,JEEP,LL,GRY,AQ53561,IL,701 N. Sacramento,(773) 265-7605,6945695
4351,2019-01-05,JEEP,LL,BLK,,IL,701 N. Sacramento,(773) 265-7605,6945736
4352,2019-01-05,KIA,4D,MAR,AR17955,IL,701 N. Sacramento,(773) 265-7605,6945706
4353,2019-01-05,LEXS,4D,BLU,428U166,IL,701 N. Sacramento,(773) 265-7605,6945744
4354,2019-01-05,LINC,4D,GRN,797640,IL,701 N. Sacramento,(773) 265-7605,6945709
4355,2019-01-05,MAZD,2D,WHI,,IL,10300 S. Doty,(773) 568-8495,2867688
4356,2019-01-05,MERC,4D,WHI,BA72604,IL,701 N. Sacramento,(773) 265-7605,6945670
4357,2019-01-05,NISS,4D,BLK,BC60978,IL,10300 S. Doty,(773) 568-8495,2867801
4358,2019-01-05,NISS,4D,GRY,AT22325,IL,701 N. Sacramento,(773) 265-7605,6945711
4359,2019-01-05,NISS,4D,BLK,FP53508,IL,701 N. Sacramento,(773) 265-7605,6945702
4360,2019-01-05,NISS,4D,BLK,AL23831,IL,701 N. Sacramento,(773) 265-7605,6945635
4362,2019-01-05,NISS,4T,RED,BA29770,IL,701 N. Sacramento,(773) 265-7605,6945616
4363,2019-01-05,NISS,LL,SIL,AR25716,IL,701 N. Sacramento,(773) 265-7605,6945746
4364,2019-01-05,NISS,LL,GLD,Z801081,IL,701 N. Sacramento,(773) 265-7605,6945653
4365,2019-01-05,PONT,2T,WHI,Q140376,IL,10300 S. Doty,(773) 568-8495,2867687
4366,2019-01-05,PONT,4D,SIL,Q639684,IL,701 N. Sacramento,(773) 265-7605,6945762
4367,2019-01-05,PONT,4D,BLU,AQ42885,IL,701 N. Sacramento,(773) 265-7605,6945640
4368,2019-01-05,PONT,4D,BLU,365935,IL,701 N. Sacramento,(773) 265-7605,6945724
4369,2019-01-05,PONT,4D,BLK,459U534,IL,701 N. Sacramento,(773) 265-7605,6945764
4370,2019-01-05,PONT,4D,GRY,AG58109,IL,10300 S. Doty,(773) 568-8495,2867682
4371,2019-01-05,PONT,4D,GRY,BA90747,IL,400 E. Lower Wacker,(312) 744-7550,998113
4372,2019-01-05,PONT,VN,SIL,AQ42821,IL,10300 S. Doty,(773) 568-8495,2867675
4373,2019-01-05,SAA,LL,BLK,AD78204,IL,701 N. Sacramento,(773) 265-7605,6945625
4374,2019-01-05,SATR,4D,TAN,9280629,IL,10300 S. Doty,(773) 568-8495,2867681
4375,2019-01-05,TOYT,4D,BLK,X509819,IL,701 N. Sacramento,(773) 265-7605,6945715
4376,2019-01-05,TOYT,SW,BLU,6565990,IL,701 N. Sacramento,(773) 265-7605,6945723
4377,2019-01-05,VW,4D,WHI,AR85316,IL,701 N. Sacramento,(773) 265-7605,6945638
4378,2019-01-05,VOLV,LL,SIL,TSESQ,IL,701 N. Sacramento,(773) 265-7605,6945690
4379,2019-01-05,VOLV,LL,TAN,BB30033,IL,701 N. Sacramento,(773) 265-7605,6945657
4380,2019-01-05,ZCZY,MC,ONG,,IL,701 N. Sacramento,(773) 265-7605,6945765
4381,2019-01-04,BUIC,4D,WHI,,IL,10300 S. Doty,(773) 568-8495,2867527
4382,2019-01-04,BUIC,LL,GRY,AD62484,IL,10300 S. Doty,(773) 568-8495,2867560
4383,2019-01-04,CADI,4D,BLU,SP5874,IN,10300 S. Doty,(773) 568-8495,2867526
4384,2019-01-04,CHEV,2D,WHI,ZZ64243,IL,10300 S. Doty,(773) 568-8495,2867547
4385,2019-01-04,CHEV,4D,BLK,AT74537,IL,10300 S. Doty,(773) 568-8495,2867565
4386,2019-01-04,CHEV,LL,SIL,AV80951,IL,701 N. Sacramento,(773) 265-7605,6945529
4387,2019-01-04,CHRY,4D,BLK,ZZ78691,IL,701 N. Sacramento,(773) 265-7605,6945595
4388,2019-01-04,DODG,VN,BLK,799343,IL,701 N. Sacramento,(773) 265-7605,6945607
4389,2019-01-04,FORD,LL,WHI,,IL,10300 S. Doty,(773) 568-8495,2867528
4390,2019-01-04,FORD,LL,BLU,ZY73799,IL,10300 S. Doty,(773) 568-8495,2867557
4391,2019-01-04,FORD,LL,BLK,H576189,IL,701 N. Sacramento,(773) 265-7605,6945602
4392,2019-01-04,GMC,LL,BLK,Q653219,IL,10300 S. Doty,(773) 568-8495,2867572
4393,2019-01-04,GMC,VN,RED,2322069B,IL,10300 S. Doty,(773) 568-8495,2867525
4394,2019-01-04,HOND,4D,GRY,,IL,701 N. Sacramento,(773) 265-7605,6945583
4395,2019-01-04,HOND,4D,BLK,,IL,10300 S. Doty,(773) 568-8495,2867558
4396,2019-01-04,HOND,4D,WHI,V239026,IL,10300 S. Doty,(773) 568-8495,2867575
4397,2019-01-04,HYUN,4D,RED,Q803581,IL,10300 S. Doty,(773) 568-8495,2867545
4398,2019-01-04,HYUN,LL,RED,ZV64577,IL,10300 S. Doty,(773) 568-8495,2867617
4399,2019-01-04,INFI,LL,COM,AT53730,IL,701 N. Sacramento,(773) 265-7605,6945610
4400,2019-01-04,ISU,LL,SIL,BHL3680,NC,10300 S. Doty,(773) 568-8495,2867568
4401,2019-01-04,JEEP,LL,GRY,21913X3,TX,701 N. Sacramento,(773) 265-7605,6945598
4402,2019-01-04,JEEP,LL,DBL,,IL,701 N. Sacramento,(773) 265-7605,6945601
4403,2019-01-04,KIA,LL,WHI,V673661,IL,10300 S. Doty,(773) 568-8495,2867611
4404,2019-01-04,LEXS,4D,WHI,531466,IL,701 N. Sacramento,(773) 265-1846,1538215
4405,2019-01-04,LINC,4D,SIL,BB27024,IL,701 N. Sacramento,(773) 265-7605,6945528
4406,2019-01-04,MERC,4D,BLK,ADV443,IN,701 N. Sacramento,(773) 265-1846,1538217
4407,2019-01-04,MERC,4D,SIL,,IL,701 N. Sacramento,(773) 265-7605,6945520
4408,2019-01-04,MERC,4D,RED,AJ92824,IL,701 N. Sacramento,(773) 265-7605,6945596
4409,2019-01-04,MERC,4D,COM,ZY44127,IL,10300 S. Doty,(773) 568-8495,2867665
4410,2019-01-04,MITS,4D,WHI,981T939,IL,10300 S. Doty,(773) 568-8495,2867554
4411,2019-01-04,MITS,4D,BLU,AF33056,IL,10300 S. Doty,(773) 568-8495,2867539
4412,2019-01-04,MITS,LL,SIL,,IL,701 N. Sacramento,(773) 265-7605,6945514
4413,2019-01-04,NISS,4D,COM,AE19980,IL,10300 S. Doty,(773) 568-8495,2867657
4414,2019-01-04,NISS,4D,BLK,N238000,IL,10300 S. Doty,(773) 568-8495,2867537
4415,2019-01-04,NISS,LL,BLK,AN18090,IL,701 N. Sacramento,(773) 265-7605,6945521
4416,2019-01-04,PONT,4D,GRY,BD32373,IL,701 N. Sacramento,(773) 265-7605,6945593
4417,2019-01-04,TOYT,4D,SIL,AH19322,IL,10300 S. Doty,(773) 568-8495,2867656
4418,2019-01-04,TOYT,VN,WHI,AP17055,IL,701 N. Sacramento,(773) 265-7605,6945561
4419,2019-01-03,ACUR,4D,BLK,AN15134,IL,10300 S. Doty,(773) 568-8495,2867490
4420,2019-01-03,BUIC,4D,GRY,AP68087,IL,10300 S. Doty,(773) 568-8495,2867516
4421,2019-01-03,BUIC,4D,MAR,AS84521,IL,10300 S. Doty,(773) 568-8495,2867418
4422,2019-01-03,CADI,4D,BLK,,IL,10300 S. Doty,(773) 568-8495,2867428
4423,2019-01-03,CHEV,2D,BLK,R815049,IL,10300 S. Doty,(773) 568-8495,2867423
4424,2019-01-03,CHEV,4D,MAR,,IL,10300 S. Doty,(773) 568-8495,2867426
4425,2019-01-03,CHEV,PK,TAN,2435848B,IL,10300 S. Doty,(773) 568-8495,2867425
4426,2019-01-03,CHRY,4D,GLD,681821,IL,10300 S. Doty,(773) 568-8495,2867414
4427,2019-01-03,CHRY,VN,GLD,195U248,IL,701 N. Sacramento,(773) 265-7605,6945506
4428,2019-01-03,FORD,4D,BLK,AQ71391,IL,701 N. Sacramento,(773) 265-7605,6945511
4429,2019-01-03,FORD,4D,BLK,255448,IL,701 N. Sacramento,(773) 265-7605,6945501
4430,2019-01-03,FORD,4D,BLK,BA38552,IL,10300 S. Doty,(773) 568-8495,2867487
4431,2019-01-03,HYUN,4D,TAN,Q930377,IL,701 N. Sacramento,(773) 265-7605,6945454
4432,2019-01-03,LINC,4D,GRY,K371471,IL,10300 S. Doty,(773) 568-8495,2867502
4433,2019-01-03,MERC,4D,GRN,AW12849,IL,701 N. Sacramento,(773) 265-7605,6945495
4434,2019-01-03,MERC,4D,BLK,AY13229,IL,701 N. Sacramento,(773) 265-7605,6945458
4435,2019-01-03,NISS,4D,GRY,BE73099,IL,10300 S. Doty,(773) 568-8495,2867524
4436,2019-01-03,NISS,4D,SIL,AK90002,IL,10300 S. Doty,(773) 568-8495,2867430
4437,2019-01-03,NISS,4D,SIL,AW14293,IL,10300 S. Doty,(773) 568-8495,2867483
4438,2019-01-03,NISS,4D,GRN,BA40606,IL,701 N. Sacramento,(773) 265-7605,6945502
4439,2019-01-03,NISS,4D,BLK,,IL,701 N. Sacramento,(773) 265-7605,6945509
4440,2019-01-03,NISS,LL,SIL,ZV74103,IL,400 E. Lower Wacker,(312) 744-7550,998048
4441,2019-01-03,PONT,4D,RED,276716,IL,10300 S. Doty,(773) 568-8495,2867482
4442,2019-01-03,SATR,4D,TAN,Y815332,IL,701 N. Sacramento,(773) 265-7605,6945450
4443,2019-01-03,TOYT,4D,BLU,ZV68864,IL,10300 S. Doty,(773) 568-8495,2867472
4444,2019-01-03,VW,4D,GRN,284U219,IL,701 N. Sacramento,(773) 265-7605,6945512
4445,2019-01-02,BMW,LL,BLK,49EB,IL,701 N. Sacramento,(773) 265-1846,1538201
4446,2019-01-02,CADI,4D,GRY,AV76545,IL,10300 S. Doty,(773) 568-8495,2867355
4447,2019-01-02,CADI,4D,WHI,S865826,IL,10300 S. Doty,(773) 568-8495,2867396
4448,2019-01-02,CHEV,4D,BLK,00202302,IL,10300 S. Doty,(773) 568-8495,2867347
4449,2019-01-02,CHEV,4D,SIL,AT97483,IL,10300 S. Doty,(773) 568-8495,2867407
4450,2019-01-02,CHEV,PK,GRY,2207700B,IL,701 N. Sacramento,(773) 265-7605,6945416
4451,2019-01-02,CHEV,,SIL,,IL,10300 S. Doty,(773) 568-8495,2867392
4452,2019-01-02,CHRY,4D,MAR,536XZV,IL,701 N. Sacramento,(773) 265-7605,6945357
4453,2019-01-02,CHRY,VN,BLU,AX31462,IL,701 N. Sacramento,(773) 265-7605,6945417
4454,2019-01-02,DODG,LL,PLE,Q468947,IL,10300 S. Doty,(773) 568-8495,2867411
4455,2019-01-02,DODG,VN,BLK,V756100,IL,10300 S. Doty,(773) 568-8495,2867397
4456,2019-01-02,FORD,4D,BLK,210U503,IL,701 N. Sacramento,(773) 265-7605,6945429
4457,2019-01-02,FORD,LL,WHI,BB14058,IL,10300 S. Doty,(773) 568-8495,2867354
4458,2019-01-02,HOND,4D,DBL,WD8YOF,MO,701 N. Sacramento,(773) 265-1846,1538198
4459,2019-01-02,HOND,LL,SIL,Q136769,IL,701 N. Sacramento,(773) 265-7605,6945424
4460,2019-01-02,HOND,MC,RED,47L842,IL,701 N. Sacramento,(773) 265-7605,6945345
4461,2019-01-02,INFI,4D,BLU,169XEU,MN,10300 S. Doty,(773) 568-8495,2867359
4462,2019-01-02,INFI,4D,BLK,,IL,10300 S. Doty,(773) 568-8495,2867344
4463,2019-01-02,JAGU,4D,GRY,BA25905,IL,701 N. Sacramento,(773) 265-7605,6945350
4464,2019-01-02,JEEP,LL,BLU,705944,IL,701 N. Sacramento,(773) 265-7605,6945430
4465,2019-01-02,JEEP,LL,BLK,5783949,IL,10300 S. Doty,(773) 785-9752,1718855
4466,2019-01-02,LEXS,4D,GRN,,IL,701 N. Sacramento,(773) 265-7605,6945421
4467,2019-01-02,LINC,4D,BLK,Q237353,IL,10300 S. Doty,(773) 568-8495,2867402
4468,2019-01-02,MAZD,4D,SIL,AL25023,IL,701 N. Sacramento,(773) 265-7605,6945371
4469,2019-01-02,MERC,LL,SIL,489U903,IL,10300 S. Doty,(773) 568-8495,2867352
4470,2019-01-02,MITS,4D,BLK,AP22418,IL,10300 S. Doty,(773) 568-8495,2867412
4471,2019-01-02,NISS,4D,SIL,,IL,10300 S. Doty,(773) 568-8495,2867409
4472,2019-01-02,NISS,4D,GRY,Q894320,IL,10300 S. Doty,(773) 568-8495,2867410
4473,2019-01-02,PONT,4D,GRY,756579,IL,10300 S. Doty,(773) 568-8495,2867400
4474,2019-01-02,PONT,4D,MAR,,IL,10300 S. Doty,(773) 785-9752,1718856
4475,2019-01-02,PONT,4D,RED,1953717,IL,701 N. Sacramento,(773) 265-7605,6945356
4476,2019-01-01,ACUR,2D,BLU,AT80238,IL,701 N. Sacramento,(773) 265-7605,6945193
4477,2019-01-01,CADI,LL,BLK,N822426,IL,10300 S. Doty,(773) 568-8495,2867311
4478,2019-01-01,CHEV,2D,GRY,,IL,701 N. Sacramento,(773) 265-7605,6945214
4479,2019-01-01,CHEV,4D,RED,BB31438,IL,10300 S. Doty,(773) 568-8495,2867249
4480,2019-01-01,CHEV,4D,DBL,AX37094,IL,10300 S. Doty,(773) 568-8495,2867329
4481,2019-01-01,CHEV,VN,BLK,543U703,IL,10300 S. Doty,(773) 568-8495,2867250
4482,2019-01-01,DODG,PK,RED,,IL,10300 S. Doty,(773) 568-8495,2867332
4483,2019-01-01,DODG,VN,BLU,ZU55367,IL,10300 S. Doty,(773) 568-8495,2867261
4484,2019-01-01,FORD,LL,BLU,AG48534,IL,10300 S. Doty,(773) 568-8495,2867305
4485,2019-01-01,FORD,,BLK,2429110B,IL,10300 S. Doty,(773) 568-8495,481390
4486,2019-01-01,HOND,4D,WHI,BB30109,IL,10300 S. Doty,(773) 568-8495,2867251
4487,2019-01-01,HOND,4D,BGE,Z349229,IL,10300 S. Doty,(773) 568-8495,2867293
4488,2019-01-01,HOND,LL,SIL,Y763087,IL,10300 S. Doty,(773) 568-8495,2867338
4489,2019-01-01,HOND,LL,GRY,712SLA,IN,701 N. Sacramento,(773) 265-7605,6945249
4490,2019-01-01,HYUN,4D,SIL,AW30821,IL,701 N. Sacramento,(773) 265-7605,6945339
4491,2019-01-01,HYUN,LL,MAR,E432985,IL,10300 S. Doty,(773) 568-8495,2867267
4492,2019-01-01,MAZD,4D,GRN,BA54026,IL,701 N. Sacramento,(773) 265-7605,6945333
4493,2019-01-01,NISS,4D,BLK,BA54566,IL,10300 S. Doty,(773) 568-8495,2867294
4494,2019-01-01,NISS,4D,GRY,,IL,701 N. Sacramento,(773) 265-7605,6945213
4495,2019-01-01,OLDS,4D,TAN,BB34518,IL,10300 S. Doty,(773) 568-8495,2867310
4496,2019-01-01,PONT,4D,SIL,AQ70684,IL,10300 S. Doty,(773) 568-8495,2867253
4497,2019-01-01,PONT,4D,BLK,AP41579,IL,10300 S. Doty,(773) 568-8495,2867326
4498,2019-01-01,PONT,VN,BLU,Q618272,IL,10300 S. Doty,(773) 568-8495,2867334
4499,2019-01-01,SATR,4D,GRN,,IL,701 N. Sacramento,(773) 265-7605,6945326
4500,2019-01-01,TOYT,4D,WHI,,IL,10300 S. Doty,(773) 568-8495,2867315
4501,2019-01-01,TOYT,LL,TAN,BA39311,IL,10300 S. Doty,(773) 568-8495,2867322
4502,2018-12-31,ACUR,4T,SIL,8582444,IL,701 N. Sacramento,(773) 265-7605,6945126
4503,2018-12-31,BUIC,4D,TAN,309U583,IL,10300 S. Doty,(773) 568-8495,2867180
4504,2018-12-31,CADI,4D,WHI,476316,IL,701 N. Sacramento,(773) 265-1846,1538190
4505,2018-12-31,CHEV,4D,BLK,,IL,701 N. Sacramento,(773) 265-7605,6945104
4506,2018-12-31,CHEV,4D,GRY,AJ15936,IL,701 N. Sacramento,(773) 265-7605,6945106
4507,2018-12-31,CHEV,LL,RED,R814930,IL,701 N. Sacramento,(773) 265-7605,6945168
4508,2018-12-31,CHEV,VN,MAR,AV93940,IL,701 N. Sacramento,(773) 265-7605,6945098
4509,2018-12-31,CHRY,4D,SIL,BA68790,IL,10300 S. Doty,(773) 568-8495,2867185
4510,2018-12-31,FORD,4D,WHI,2051199B,IL,10300 S. Doty,(773) 568-8495,2867186
4511,2018-12-31,FORD,PK,WHI,378910D,IL,701 N. Sacramento,(773) 265-7605,6945157
4512,2018-12-31,HOND,VN,BLU,BA26388,IL,701 N. Sacramento,(773) 265-7605,6945102
4513,2018-12-31,INFI,4D,GLD,BB20742,IL,10300 S. Doty,(773) 568-8495,2867189
4514,2018-12-31,MAZD,VN,GRY,,IL,701 N. Sacramento,(773) 265-7605,6945183
4515,2018-12-31,NISS,4D,SIL,,IL,10300 S. Doty,(773) 568-8495,2867181
4516,2018-12-31,NISS,4D,GRY,605503,IL,701 N. Sacramento,(773) 265-7605,6945110
4517,2018-12-3,ACUR,2D,RED,,IL,701 N. Sacramento,(773) 265-7605,6945090
4518,2018-12-3,ACUR,4D,GRY,L900153,IL,400 E. Lower Wacker,(312) 744-7550,997860
4519,2018-12-3,BUIC,4D,DBL,AY77956,IL,701 N. Sacramento,(773) 265-7605,6945085
4520,2018-12-3,BUIC,4D,TAN,HPR651,IA,10300 S. Doty,(773) 568-8495,2867084
4521,2018-12-3,CADI,4D,WHI,AC49946,IL,10300 S. Doty,(773) 568-8495,2867097
4522,2018-12-3,CHEV,4D,RED,AW32340,IL,701 N. Sacramento,(773) 265-7605,6944927
4523,2018-12-3,CHEV,4D,GRY,487U361,IL,10300 S. Doty,(773) 568-8495,2867164
4524,2018-12-3,CHEV,LL,RED,,IL,701 N. Sacramento,(773) 265-7605,6945091
4525,2018-12-3,CHEV,LL,MAR,ZU47626,IL,10300 S. Doty,(773) 568-8495,2867154
4526,2018-12-3,CHEV,LL,SIL,AA80912,IL,10300 S. Doty,(773) 568-8495,2867112
4527,2018-12-3,CHEV,VN,MAR,AM99039,IL,10300 S. Doty,(773) 568-8495,2867162
4528,2018-12-3,CHRY,4D,DBL,349U240,IL,701 N. Sacramento,(773) 265-7605,6945092
4529,2018-12-3,DODG,VN,WHI,2499525B,IL,701 N. Sacramento,(773) 265-7605,6944913
4530,2018-12-3,FORD,4D,GRN,8272BH,IL,701 N. Sacramento,(773) 265-7605,6944958
4531,2018-12-3,FORD,4D,BLU,222ZZX,WI,10300 S. Doty,(773) 568-8495,2867167
4532,2018-12-3,FORD,LL,TAN,AH29927,IL,701 N. Sacramento,(773) 265-7605,6945087
4533,2018-12-3,FORD,LL,BLK,K133048,IL,10300 S. Doty,(773) 568-8495,2867163
4534,2018-12-3,FORD,PK,DBL,1398648B,IL,10300 S. Doty,(773) 568-8495,2867168
4535,2018-12-3,GMC,LL,BLK,R227709,IL,701 N. Sacramento,(773) 265-7605,6944953
4536,2018-12-3,GMC,LL,BLK,AQ37149,IL,10300 S. Doty,(773) 568-8495,2867082
4537,2018-12-3,GMC,PK,GRY,,IL,10300 S. Doty,(773) 568-8495,2867161
4538,2018-12-3,HOND,4D,MAR,AN61238,IL,400 E. Lower Wacker,(312) 744-7550,997853
4539,2018-12-3,HOND,4D,BLK,AV76800,IL,10300 S. Doty,(773) 568-8495,2867093
4540,2018-12-3,HOND,VN,GRY,ZX20393,IL,10300 S. Doty,(773) 568-8495,2867110
4541,2018-12-3,HYUN,4D,SIL,,IL,701 N. Sacramento,(773) 265-7605,6945068
4542,2018-12-3,HYUN,4D,WHI,Z602099,IL,400 E. Lower Wacker,(312) 744-7550,997856
4543,2018-12-3,INFI,4D,TAN,,IL,10300 S. Doty,(773) 568-8495,2867079
4544,2018-12-3,JEEP,LL,GRY,LOM102,IL,10300 S. Doty,(773) 568-8495,2867095
4545,2018-12-3,LINC,4D,WHI,SS4N6S,MO,701 N. Sacramento,(773) 265-7605,6945069
4546,2018-12-3,MITS,4D,BLK,402U195,IL,10300 S. Doty,(773) 568-8495,2867156
4547,2018-12-3,MITS,4D,GRY,AW55740,IL,701 N. Sacramento,(773) 265-7605,6945088
4548,2018-12-3,NISS,4D,GRY,MV4181,WI,400 E. Lower Wacker,(312) 744-7550,997855
4549,2018-12-3,SCIO,4D,PLE,Q626010,IL,701 N. Sacramento,(773) 265-7605,6945034
4550,2018-12-3,TOYT,4D,GRN,AB92176,IL,701 N. Sacramento,(773) 265-7605,6945075
4551,2018-12-3,TOYT,4T,GRY,V917124,IL,701 N. Sacramento,(773) 265-7605,6944978
4552,2018-12-3,VW,4D,BLU,AS75998,IL,10300 S. Doty,(773) 568-8495,2867158
4553,2018-12-29,BMW,2D,BLK,9808DL,IL,701 N. Sacramento,(773) 265-7605,6944894
4554,2018-12-29,BMW,4D,SIL,BC83570,IL,701 N. Sacramento,(773) 265-7605,6944752
4555,2018-12-29,BUIC,4D,GRY,AU88957,IL,701 N. Sacramento,(773) 265-7605,6944875
4556,2018-12-29,BUIC,4D,TAN,AKH841,IN,701 N. Sacramento,(773) 265-7605,6944759
